yearstart,locationdesc,class,question,data_value,sample_size
2011,Nevada,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.8,1193.0
2011,Nevada,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,18.1,1613.0
2011,Nevada,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,59.2,55.0
2011,Nevada,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,9.2,125.0
2011,Nevada,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,19.4,1717.0
2011,Nevada,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,22.6,653.0
2011,Nevada,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,23.4,3005.0
2011,Nevada,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,23.1,1448.0
2011,Nevada,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.1,466.0
2011,Nevada,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,24.6,451.0
2011,Nevada,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.6,341.0
2011,Nevada,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.5,2200.0
2011,Nevada,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.1,219.0
2011,Nevada,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,21.9,4037.0
2011,Nevada,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,8.0,63.0
2011,Nevada,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.4,1690.0
2011,Nevada,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,24.5,5205.0
2011,New Hampshire,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.1,808.0
2011,New Hampshire,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,24.2,600.0
2011,New Hampshire,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.7,825.0
2011,New Hampshire,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.6,885.0
2011,New Hampshire,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,24.3,1632.0
2011,New Hampshire,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,13.2,203.0
2011,New Hampshire,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,24.9,486.0
2011,New Hampshire,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.4,816.0
2011,New Hampshire,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.4,1171.0
2011,New Hampshire,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,32.4,1446.0
2011,New Hampshire,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,24.8,1927.0
2011,New Hampshire,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,19.6,2452.0
2011,New Hampshire,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,23.2,789.0
2011,New Hampshire,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,24.1,3535.0
2011,New Hampshire,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.3,1762.0
2011,New Hampshire,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,22.6,80.0
2011,New Hampshire,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.9,510.0
2011,New Hampshire,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.4,349.0
2011,New Hampshire,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.3,2514.0
2011,New Hampshire,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.5,5675.0
2011,New Hampshire,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.2,61.0
2011,New Hampshire,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.1,1471.0
2011,New Hampshire,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.2,6049.0
2011,New Jersey,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.4,2005.0
2011,New Jersey,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.6,1203.0
2011,New Jersey,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.1,1476.0
2011,New Jersey,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,23.4,1820.0
2011,New Jersey,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,21.0,4662.0
2011,New Jersey,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,12.1,466.0
2011,New Jersey,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.9,77.0
2011,New Jersey,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,21.7,1376.0
2011,New Jersey,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,23.4,2141.0
2011,New Jersey,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.5,2915.0
2011,New Jersey,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.2,3085.0
2011,New Jersey,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.0,4147.0
2011,New Jersey,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.1,52.0
2011,New Jersey,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,10.2,539.0
2011,New Jersey,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,17.4,5769.0
2011,New Jersey,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,18.4,2004.0
2011,New Jersey,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,21.8,8286.0
2011,New Jersey,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.9,3838.0
2011,New Jersey,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.3,1501.0
2011,New Jersey,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.5,960.0
2011,New Jersey,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.4,1075.0
2011,New Jersey,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.6,5844.0
2011,New Jersey,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.8,1595.0
2011,New Jersey,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,23.1,10027.0
2011,New Jersey,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,12.3,116.0
2011,New Jersey,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.1,3410.0
2011,New Jersey,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,23.7,14130.0
2011,New Mexico,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.6,1728.0
2011,New Mexico,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,24.2,1065.0
2011,New Mexico,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.2,1178.0
2011,New Mexico,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.7,1114.0
2011,New Mexico,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,22.0,1713.0
2011,New Mexico,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,15.7,423.0
2011,New Mexico,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,9.7,72.0
2011,New Mexico,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.2,927.0
2011,New Mexico,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,33.5,1069.0
2011,New Mexico,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.1,1570.0
2011,New Mexico,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.4,2145.0
2011,New Mexico,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,19.9,2847.0
2011,New Mexico,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,36.8,576.0
2011,New Mexico,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,1.9,55.0
2011,New Mexico,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,19.4,3044.0
2011,New Mexico,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,21.1,1038.0
2011,New Mexico,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.3,5239.0
2011,New Mexico,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.8,2540.0
2011,New Mexico,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.9,3157.0
2011,New Mexico,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.3,1145.0
2011,New Mexico,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.9,1014.0
2011,New Mexico,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.3,3742.0
2011,New Mexico,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,23.7,117.0
2011,New Mexico,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,22.5,4826.0
2011,New Mexico,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,22.2,74.0
2011,New Mexico,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.0,2364.0
2011,New Mexico,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.3,8981.0
2011,New York,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.5,1114.0
2011,New York,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.0,647.0
2011,New York,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.5,842.0
2011,New York,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.8,926.0
2011,New York,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,20.1,1940.0
2011,New York,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,9.5,423.0
2011,New York,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,36.1,84.0
2011,New York,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,20.9,945.0
2011,New York,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.9,1027.0
2011,New York,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.8,1336.0
2011,New York,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.5,1449.0
2011,New York,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.9,2042.0
2011,New York,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,9.9,245.0
2011,New York,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,18.2,3070.0
2011,New York,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,22.1,956.0
2011,New York,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,23.7,4197.0
2011,New York,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.9,1764.0
2011,New York,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.3,894.0
2011,New York,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.3,797.0
2011,New York,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.5,627.0
2011,New York,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.3,3025.0
2011,New York,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,32.5,902.0
2011,New York,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,23.6,4849.0
2011,New York,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.1,1730.0
2011,New York,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,24.5,7222.0
2011,North Carolina,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.8,1841.0
2011,North Carolina,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,33.3,1069.0
2011,North Carolina,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.0,1348.0
